3.141590015286583e+00 4.595661728324124e+10
3.141590126271843e+00 4.595661728323877e+10
3.141590237257104e+00 4.595661728323639e+10
3.141590348242365e+00 4.595661728323412e+10
3.141590459227626e+00 4.595661728323194e+10
3.141590570212886e+00 4.595661728322985e+10
3.141590681198147e+00 4.595661728322787e+10
3.141590792183408e+00 4.595661728322598e+10
3.141590903168668e+00 4.595661728322418e+10
3.141591014153929e+00 4.595661728322249e+10
3.141591125139190e+00 4.595661728322089e+10
3.141591236124451e+00 4.595661728321939e+10
3.141591347109711e+00 4.595661728321798e+10
3.141591458094972e+00 4.595661728321667e+10
3.141591569080233e+00 4.595661728321546e+10
3.141591680065493e+00 4.595661728321434e+10
3.141591791050754e+00 4.595661728321332e+10
3.141591902036015e+00 4.595661728321240e+10
3.141592013021275e+00 4.595661728321157e+10
3.141592124006536e+00 4.595661728321085e+10
3.141592234991797e+00 4.595661728321021e+10
3.141592345977058e+00 4.595661728320968e+10
3.141592456962318e+00 4.595661728320924e+10
3.141592567947579e+00 4.595661728320890e+10
3.141592678932840e+00 4.595661728320865e+10
3.141592789918100e+00 4.595661728320850e+10
3.141592900903361e+00 4.595661728320845e+10
3.141593011888622e+00 4.595661728320850e+10
3.141593122873883e+00 4.595661728320864e+10
3.141593233859143e+00 4.595661728320888e+10
3.141593344844404e+00 4.595661728320921e+10
3.141593455829665e+00 4.595661728320964e+10
3.141593566814925e+00 4.595661728321017e+10
3.141593677800186e+00 4.595661728321080e+10
3.141593788785447e+00 4.595661728321152e+10
3.141593899770708e+00 4.595661728321234e+10
3.141594010755968e+00 4.595661728321325e+10
3.141594121741229e+00 4.595661728321427e+10
3.141594232726490e+00 4.595661728321538e+10
3.141594343711750e+00 4.595661728321658e+10
3.141594454697011e+00 4.595661728321788e+10
3.141594565682272e+00 4.595661728321928e+10
3.141594676667533e+00 4.595661728322078e+10
3.141594787652793e+00 4.595661728322237e+10
3.141594898638054e+00 4.595661728322406e+10
3.141595009623315e+00 4.595661728322585e+10
3.141595120608575e+00 4.595661728322773e+10
3.141595231593836e+00 4.595661728322971e+10
3.141595342579097e+00 4.595661728323179e+10
3.141595453564358e+00 4.595661728323396e+10
3.141595564549618e+00 4.595661728323623e+10
3.141595675534879e+00 4.595661728323860e+10
3.141595786520140e+00 4.595661728324106e+10
3.141595897505400e+00 4.595661728324362e+10
3.141596008490661e+00 4.595661728324628e+10
3.141596119475922e+00 4.595661728324903e+10
3.141596230461183e+00 4.595661728325188e+10
3.141596341446443e+00 4.595661728325483e+10
3.141596452431704e+00 4.595661728325787e+10
3.141596563416965e+00 4.595661728326101e+10
3.141596674402225e+00 4.595661728326425e+10
3.141596785387486e+00 4.595661728326758e+10
3.141596896372747e+00 4.595661728327101e+10
3.141597007358008e+00 4.595661728327454e+10
3.141597118343268e+00 4.595661728327817e+10
3.141597229328529e+00 4.595661728328189e+10
3.141597340313790e+00 4.595661728328570e+10
3.141597451299050e+00 4.595661728328962e+10
3.141597562284311e+00 4.595661728329363e+10
3.141597673269572e+00 4.595661728329774e+10
3.141597784254833e+00 4.595661728330194e+10
3.141597895240093e+00 4.595661728330624e+10
3.141598006225354e+00 4.595661728331064e+10
3.141598117210615e+00 4.595661728331514e+10
3.141598228195875e+00 4.595661728331973e+10
3.141598339181136e+00 4.595661728332442e+10
3.141598450166397e+00 4.595661728332920e+10
3.141598561151658e+00 4.595661728333408e+10
3.141598672136918e+00 4.595661728333906e+10
3.141598783122179e+00 4.595661728334414e+10
3.141598894107440e+00 4.595661728334931e+10
3.141599005092700e+00 4.595661728335458e+10
3.141599116077961e+00 4.595661728335995e+10
3.141599227063222e+00 4.595661728336541e+10
3.141599338048483e+00 4.595661728337097e+10
3.141599449033743e+00 4.595661728337662e+10
3.141599560019004e+00 4.595661728338237e+10
3.141599671004265e+00 4.595661728338822e+10
3.141599781989525e+00 4.595661728339417e+10
3.141599892974786e+00 4.595661728340021e+10
9.424770045859679e+00 4.595661728350360e+10
9.424770156844940e+00 4.595661728349610e+10
9.424770267830201e+00 4.595661728348869e+10
9.424770378815461e+00 4.595661728348137e+10
9.424770489800722e+00 4.595661728347415e+10
9.424770600785983e+00 4.595661728346703e+10
9.424770711771243e+00 4.595661728346001e+10
9.424770822756504e+00 4.595661728345308e+10
9.424770933741765e+00 4.595661728344625e+10
9.424771044727026e+00 4.595661728343952e+10
9.424771155712286e+00 4.595661728343288e+10
9.424771266697547e+00 4.595661728342634e+10
9.424771377682808e+00 4.595661728341990e+10
9.424771488668068e+00 4.595661728341355e+10
9.424771599653329e+00 4.595661728340730e+10
9.424771710638590e+00 4.595661728340115e+10
9.424771821623851e+00 4.595661728339509e+10
9.424771932609111e+00 4.595661728338913e+10
9.424772043594372e+00 4.595661728338327e+10
9.424772154579633e+00 4.595661728337750e+10
9.424772265564893e+00 4.595661728337183e+10
9.424772376550154e+00 4.595661728336626e+10
9.424772487535415e+00 4.595661728336078e+10
9.424772598520676e+00 4.595661728335540e+10
9.424772709505936e+00 4.595661728335012e+10
9.424772820491197e+00 4.595661728334494e+10
9.424772931476458e+00 4.595661728333985e+10
9.424773042461718e+00 4.595661728333485e+10
9.424773153446979e+00 4.595661728332996e+10
9.424773264432240e+00 4.595661728332516e+10
9.424773375417501e+00 4.595661728332046e+10
9.424773486402761e+00 4.595661728331585e+10
9.424773597388022e+00 4.595661728331134e+10
9.424773708373283e+00 4.595661728330693e+10
9.424773819358543e+00 4.595661728330262e+10
9.424773930343804e+00 4.595661728329840e+10
9.424774041329065e+00 4.595661728329428e+10
9.424774152314326e+00 4.595661728329025e+10
9.424774263299586e+00 4.595661728328632e+10
9.424774374284847e+00 4.595661728328249e+10
9.424774485270108e+00 4.595661728327876e+10
9.424774596255368e+00 4.595661728327512e+10
9.424774707240629e+00 4.595661728327158e+10
9.424774818225890e+00 4.595661728326813e+10
9.424774929211150e+00 4.595661728326479e+10
9.424775040196411e+00 4.595661728326153e+10
9.424775151181672e+00 4.595661728325838e+10
9.424775262166933e+00 4.595661728325532e+10
9.424775373152193e+00 4.595661728325236e+10
9.424775484137454e+00 4.595661728324950e+10
9.424775595122715e+00 4.595661728324673e+10
9.424775706107975e+00 4.595661728324406e+10
9.424775817093236e+00 4.595661728324149e+10
9.424775928078497e+00 4.595661728323901e+10
9.424776039063758e+00 4.595661728323663e+10
9.424776150049018e+00 4.595661728323434e+10
9.424776261034279e+00 4.595661728323216e+10
9.424776372019540e+00 4.595661728323007e+10
9.424776483004800e+00 4.595661728322807e+10
9.424776593990061e+00 4.595661728322618e+10
9.424776704975322e+00 4.595661728322438e+10
9.424776815960583e+00 4.595661728322267e+10
9.424776926945843e+00 4.595661728322107e+10
9.424777037931104e+00 4.595661728321956e+10
9.424777148916365e+00 4.595661728321814e+10
9.424777259901625e+00 4.595661728321683e+10
9.424777370886886e+00 4.595661728321561e+10
9.424777481872147e+00 4.595661728321449e+10
9.424777592857408e+00 4.595661728321346e+10
9.424777703842668e+00 4.595661728321253e+10
9.424777814827929e+00 4.595661728321170e+10
9.424777925813190e+00 4.595661728321096e+10
9.424778036798450e+00 4.595661728321032e+10
9.424778147783711e+00 4.595661728320978e+10
